"Market","Outcome","Date_Char","Back","Lay"
"Tatton - Winner","Labour","06/01/2015 17:16:00",3.65,NA
"Tatton - Winner","Labour","06/01/2015 17:20:21",3.65,NA
"Tatton - Winner","Labour","07/01/2015 17:14:48",3.65,NA
"Tatton - Winner","Liberal Democrat","06/01/2015 17:16:00",3.65,NA
"Tatton - Winner","Liberal Democrat","06/01/2015 17:20:21",3.65,NA
"Tatton - Winner","Liberal Democrat","07/01/2015 17:14:48",3.65,NA
"Tatton - Winner","UKIP","06/01/2015 17:16:00",3.65,NA
"Tatton - Winner","UKIP","06/01/2015 17:20:21",3.65,NA
"Tatton - Winner","UKIP","07/01/2015 17:14:48",3.65,NA
"Thurrock - Winner","Conservative","06/01/2015 17:16:01",3.5,6.6
"Thurrock - Winner","Conservative","06/01/2015 17:20:21",3.5,6.6
"Thurrock - Winner","Conservative","07/01/2015 17:14:49",3.5,NA
"Thurrock - Winner","Labour","06/01/2015 17:16:01",2.5,9.8
"Thurrock - Winner","Labour","06/01/2015 17:20:21",2.5,9.8
"Thurrock - Winner","Labour","07/01/2015 17:14:49",2.22,9.6
"Thurrock - Winner","Liberal Democrat","06/01/2015 17:16:01",4.7,NA
"Thurrock - Winner","Liberal Democrat","06/01/2015 17:20:21",4.7,NA
"Thurrock - Winner","Liberal Democrat","07/01/2015 17:14:49",4.7,NA
"Thurrock - Winner","UKIP","06/01/2015 17:16:01",1.25,2.5
"Thurrock - Winner","UKIP","06/01/2015 17:20:21",1.25,2.5
"Thurrock - Winner","UKIP","07/01/2015 17:14:49",1.25,5.5
"UK Seat Totals - Conservative Seats Total","225 or Under","06/01/2015 17:16:06",17,25
"UK Seat Totals - Conservative Seats Total","225 or Under","06/01/2015 17:20:27",17,25
"UK Seat Totals - Conservative Seats Total","225 or Under","07/01/2015 17:14:55",17,24
"UK Seat Totals - Conservative Seats Total","226 - 250","06/01/2015 17:16:06",9.2,15
"UK Seat Totals - Conservative Seats Total","226 - 250","06/01/2015 17:20:27",9.2,15
"UK Seat Totals - Conservative Seats Total","226 - 250","07/01/2015 17:14:55",9.2,15
"UK Seat Totals - Conservative Seats Total","251 - 275","06/01/2015 17:16:06",4,5.1
"UK Seat Totals - Conservative Seats Total","251 - 275","06/01/2015 17:20:27",4,5.1
"UK Seat Totals - Conservative Seats Total","251 - 275","07/01/2015 17:14:55",4,5
"UK Seat Totals - Conservative Seats Total","276 - 300","06/01/2015 17:16:06",2.76,3.2
"UK Seat Totals - Conservative Seats Total","276 - 300","06/01/2015 17:20:27",2.76,3.2
"UK Seat Totals - Conservative Seats Total","276 - 300","07/01/2015 17:14:55",2.78,3.2
"UK Seat Totals - Conservative Seats Total","301 - 325","06/01/2015 17:16:06",4.4,5.4
"UK Seat Totals - Conservative Seats Total","301 - 325","06/01/2015 17:20:27",4.4,5.4
"UK Seat Totals - Conservative Seats Total","301 - 325","07/01/2015 17:14:55",4.4,5.4
"UK Seat Totals - Conservative Seats Total","326 or Over","06/01/2015 17:16:06",6,7
"UK Seat Totals - Conservative Seats Total","326 or Over","06/01/2015 17:20:27",6,7
"UK Seat Totals - Conservative Seats Total","326 or Over","07/01/2015 17:14:55",6,7
"UK Seat Totals - Conservative Under/Over","Over 278.5 Seats","06/01/2015 17:16:07",1.76,2.24
"UK Seat Totals - Conservative Under/Over","Over 278.5 Seats","06/01/2015 17:20:27",1.76,2.24
"UK Seat Totals - Conservative Under/Over","Over 278.5 Seats","07/01/2015 17:14:55",1.76,2.24
"UK Seat Totals - Conservative Under/Over","Under 278.5 Seats","06/01/2015 17:16:07",1.81,2.3
"UK Seat Totals - Conservative Under/Over","Under 278.5 Seats","06/01/2015 17:20:27",1.81,2.3
"UK Seat Totals - Conservative Under/Over","Under 278.5 Seats","07/01/2015 17:14:55",1.81,2.3
"UK Seat Totals - Green U/O 0.5 Seats","Over 0.5 Seats","06/01/2015 17:16:07",1.61,3.2
"UK Seat Totals - Green U/O 0.5 Seats","Over 0.5 Seats","06/01/2015 17:20:28",1.61,3.2
"UK Seat Totals - Green U/O 0.5 Seats","Over 0.5 Seats","07/01/2015 17:14:56",1.65,3.2
"UK Seat Totals - Green U/O 0.5 Seats","Under 0.5 Seats","06/01/2015 17:16:07",1.46,2.64
"UK Seat Totals - Green U/O 0.5 Seats","Under 0.5 Seats","06/01/2015 17:20:28",1.46,2.64
"UK Seat Totals - Green U/O 0.5 Seats","Under 0.5 Seats","07/01/2015 17:14:56",1.46,2.54
"UK Seat Totals - Green U/O 1.5 Seats","Over 1.5 Seats","06/01/2015 17:16:08",5.1,7.4
"UK Seat Totals - Green U/O 1.5 Seats","Over 1.5 Seats","06/01/2015 17:20:28",5.1,7.4
"UK Seat Totals - Green U/O 1.5 Seats","Over 1.5 Seats","07/01/2015 17:14:56",5.1,6
"UK Seat Totals - Green U/O 1.5 Seats","Under 1.5 Seats","06/01/2015 17:16:08",1.16,1.24
"UK Seat Totals - Green U/O 1.5 Seats","Under 1.5 Seats","06/01/2015 17:20:28",1.16,1.24
"UK Seat Totals - Green U/O 1.5 Seats","Under 1.5 Seats","07/01/2015 17:14:56",1.2,1.24
"UK Seat Totals - Labour Seats Total","225 or Under","06/01/2015 17:16:08",14,48
"UK Seat Totals - Labour Seats Total","225 or Under","06/01/2015 17:20:29",14,48
"UK Seat Totals - Labour Seats Total","225 or Under","07/01/2015 17:14:56",14,48
"UK Seat Totals - Labour Seats Total","226 - 250","06/01/2015 17:16:08",5.2,12
"UK Seat Totals - Labour Seats Total","226 - 250","06/01/2015 17:20:29",5.2,12
"UK Seat Totals - Labour Seats Total","226 - 250","07/01/2015 17:14:56",5.2,12
"UK Seat Totals - Labour Seats Total","251 - 275","06/01/2015 17:16:08",3.45,5.7
"UK Seat Totals - Labour Seats Total","251 - 275","06/01/2015 17:20:29",3.45,5.7
"UK Seat Totals - Labour Seats Total","251 - 275","07/01/2015 17:14:56",3.45,5.7
"UK Seat Totals - Labour Seats Total","276 - 300","06/01/2015 17:16:08",2.46,3.4
"UK Seat Totals - Labour Seats Total","276 - 300","06/01/2015 17:20:29",2.46,3.4
"UK Seat Totals - Labour Seats Total","276 - 300","07/01/2015 17:14:56",2.46,3.4
"UK Seat Totals - Labour Seats Total","301 - 325","06/01/2015 17:16:08",3.5,5.8
"UK Seat Totals - Labour Seats Total","301 - 325","06/01/2015 17:20:29",3.5,5.8
"UK Seat Totals - Labour Seats Total","301 - 325","07/01/2015 17:14:56",3.5,5.8
"UK Seat Totals - Labour Seats Total","326 or Over","06/01/2015 17:16:08",6,7
"UK Seat Totals - Labour Seats Total","326 or Over","06/01/2015 17:20:29",6,7
"UK Seat Totals - Labour Seats Total","326 or Over","07/01/2015 17:14:56",6,7
"UK Seat Totals - Labour Under/Over","Over 311.5 Seats","06/01/2015 17:16:39",3.2,5.8
"UK Seat Totals - Labour Under/Over","Over 311.5 Seats","06/01/2015 17:20:29",3.2,5.8
"UK Seat Totals - Labour Under/Over","Over 311.5 Seats","07/01/2015 17:14:57",3.2,5.8
"UK Seat Totals - Labour Under/Over","Under 311.5 Seats","06/01/2015 17:16:39",1.2,1.45
"UK Seat Totals - Labour Under/Over","Under 311.5 Seats","06/01/2015 17:20:29",1.2,1.45
"UK Seat Totals - Labour Under/Over","Under 311.5 Seats","07/01/2015 17:14:57",1.2,1.45
"UK Seat Totals - Lib Dem Seats Total","25 or Under","06/01/2015 17:16:40",2,2.16
"UK Seat Totals - Lib Dem Seats Total","25 or Under","06/01/2015 17:20:29",2,2.16
"UK Seat Totals - Lib Dem Seats Total","25 or Under","07/01/2015 17:14:57",2,2.16
"UK Seat Totals - Lib Dem Seats Total","26 - 30","06/01/2015 17:16:40",3.45,4.2
"UK Seat Totals - Lib Dem Seats Total","26 - 30","06/01/2015 17:20:29",3.45,4.2
"UK Seat Totals - Lib Dem Seats Total","26 - 30","07/01/2015 17:14:57",3.45,4.2
"UK Seat Totals - Lib Dem Seats Total","31 - 35","06/01/2015 17:16:40",5.1,7
"UK Seat Totals - Lib Dem Seats Total","31 - 35","06/01/2015 17:20:29",5.1,7
"UK Seat Totals - Lib Dem Seats Total","31 - 35","07/01/2015 17:14:57",5.1,7
"UK Seat Totals - Lib Dem Seats Total","36 - 40","06/01/2015 17:16:40",12,36
"UK Seat Totals - Lib Dem Seats Total","36 - 40","06/01/2015 17:20:29",12,36
"UK Seat Totals - Lib Dem Seats Total","36 - 40","07/01/2015 17:14:57",12,36
"UK Seat Totals - Lib Dem Seats Total","41 or Over","06/01/2015 17:16:40",17.5,25
"UK Seat Totals - Lib Dem Seats Total","41 or Over","06/01/2015 17:20:29",17.5,25
"UK Seat Totals - Lib Dem Seats Total","41 or Over","07/01/2015 17:14:57",17.5,1000
"UK Seat Totals - Lib Dem Under/Over","Over 32.5 Seats","06/01/2015 17:16:40",4.3,4.7
"UK Seat Totals - Lib Dem Under/Over","Over 32.5 Seats","06/01/2015 17:20:30",4.3,4.7
"UK Seat Totals - Lib Dem Under/Over","Over 32.5 Seats","07/01/2015 17:14:58",3.3,4.7
"UK Seat Totals - Lib Dem Under/Over","Under 32.5 Seats","06/01/2015 17:16:40",1.27,1.3
"UK Seat Totals - Lib Dem Under/Over","Under 32.5 Seats","06/01/2015 17:20:30",1.27,1.3
"UK Seat Totals - Lib Dem Under/Over","Under 32.5 Seats","07/01/2015 17:14:58",1.29,1.44
"UK Seat Totals - SNP U/O 11.5 Seats","Over 11.5 Seats","06/01/2015 17:16:41",1.02,1.1
"UK Seat Totals - SNP U/O 11.5 Seats","Over 11.5 Seats","06/01/2015 17:20:30",1.02,1.1
"UK Seat Totals - SNP U/O 11.5 Seats","Over 11.5 Seats","07/01/2015 17:14:58",1.02,1.08
"UK Seat Totals - SNP U/O 11.5 Seats","Under 11.5 Seats","06/01/2015 17:16:41",11.5,100
"UK Seat Totals - SNP U/O 11.5 Seats","Under 11.5 Seats","06/01/2015 17:20:30",11.5,100
"UK Seat Totals - SNP U/O 11.5 Seats","Under 11.5 Seats","07/01/2015 17:14:58",12.5,100
"UK Seat Totals - SNP U/O 25.5 Seats","Over 25.5 Seats","06/01/2015 17:16:41",1.3,1.83
"UK Seat Totals - SNP U/O 25.5 Seats","Over 25.5 Seats","06/01/2015 17:20:31",1.3,1.83
"UK Seat Totals - SNP U/O 25.5 Seats","Over 25.5 Seats","07/01/2015 17:14:58",1.31,1.83
"UK Seat Totals - SNP U/O 25.5 Seats","Under 25.5 Seats","06/01/2015 17:16:41",1.72,4.3
"UK Seat Totals - SNP U/O 25.5 Seats","Under 25.5 Seats","06/01/2015 17:20:31",1.72,4.3
"UK Seat Totals - SNP U/O 25.5 Seats","Under 25.5 Seats","07/01/2015 17:14:58",1.72,4.2
"UK Seat Totals - SNP U/O 35.5 Seats","Over 35.5 Seats","06/01/2015 17:16:41",2.2,2.96
"UK Seat Totals - SNP U/O 35.5 Seats","Over 35.5 Seats","06/01/2015 17:20:31",2.2,2.96
"UK Seat Totals - SNP U/O 35.5 Seats","Over 35.5 Seats","07/01/2015 17:14:59",2.36,2.96
"UK Seat Totals - SNP U/O 35.5 Seats","Under 35.5 Seats","06/01/2015 17:16:41",1.51,1.83
"UK Seat Totals - SNP U/O 35.5 Seats","Under 35.5 Seats","06/01/2015 17:20:31",1.51,1.83
"UK Seat Totals - SNP U/O 35.5 Seats","Under 35.5 Seats","07/01/2015 17:14:59",1.51,1.73
"UK Seat Totals - UKIP Seats Total","None","06/01/2015 17:16:42",15.5,18
"UK Seat Totals - UKIP Seats Total","None","06/01/2015 17:20:32",15.5,18
"UK Seat Totals - UKIP Seats Total","None","07/01/2015 17:14:59",15.5,18.5
"UK Seat Totals - UKIP Seats Total","One to Five","06/01/2015 17:16:42",2,2.12
"UK Seat Totals - UKIP Seats Total","One to Five","06/01/2015 17:20:32",2,2.12
"UK Seat Totals - UKIP Seats Total","One to Five","07/01/2015 17:14:59",1.89,2.02
"UK Seat Totals - UKIP Seats Total","Over Five","06/01/2015 17:16:42",2.14,2.24
"UK Seat Totals - UKIP Seats Total","Over Five","06/01/2015 17:20:32",2.14,2.24
"UK Seat Totals - UKIP Seats Total","Over Five","07/01/2015 17:14:59",2.24,2.4
"UK Seat Totals - UKIP Seats Total 2","11 - 15","06/01/2015 17:16:42",7,12
"UK Seat Totals - UKIP Seats Total 2","11 - 15","06/01/2015 17:20:32",7,12
"UK Seat Totals - UKIP Seats Total 2","11 - 15","07/01/2015 17:15:00",6.8,12
"UK Seat Totals - UKIP Seats Total 2","16 - 20","06/01/2015 17:16:42",16.5,18.5
"UK Seat Totals - UKIP Seats Total 2","16 - 20","06/01/2015 17:20:32",16.5,18.5
"UK Seat Totals - UKIP Seats Total 2","16 - 20","07/01/2015 17:15:00",16.5,19
"UK Seat Totals - UKIP Seats Total 2","21 - 25","06/01/2015 17:16:42",17.5,20
"UK Seat Totals - UKIP Seats Total 2","21 - 25","06/01/2015 17:20:32",17.5,20
"UK Seat Totals - UKIP Seats Total 2","21 - 25","07/01/2015 17:15:00",17.5,20
"UK Seat Totals - UKIP Seats Total 2","26 or over","06/01/2015 17:16:42",10,11.5
"UK Seat Totals - UKIP Seats Total 2","26 or over","06/01/2015 17:20:32",10,11.5
"UK Seat Totals - UKIP Seats Total 2","26 or over","07/01/2015 17:15:00",11,12
"UK Seat Totals - UKIP Seats Total 2","5 or Under","06/01/2015 17:16:42",1.82,1.94
"UK Seat Totals - UKIP Seats Total 2","5 or Under","06/01/2015 17:20:32",1.82,1.94
"UK Seat Totals - UKIP Seats Total 2","5 or Under","07/01/2015 17:15:00",1.76,1.94
"UK Seat Totals - UKIP Seats Total 2","6 -10","06/01/2015 17:16:42",4.7,14.5
"UK Seat Totals - UKIP Seats Total 2","6 -10","06/01/2015 17:20:32",4.7,14.5
"UK Seat Totals - UKIP Seats Total 2","6 -10","07/01/2015 17:15:00",4.7,13.5
"UK Seat Totals - UKIP U/O 2.5 Seats","Over 2.5 Seats","06/01/2015 17:16:42",1.3,1.32
"UK Seat Totals - UKIP U/O 2.5 Seats","Over 2.5 Seats","06/01/2015 17:20:32",1.3,1.32
"UK Seat Totals - UKIP U/O 2.5 Seats","Over 2.5 Seats","07/01/2015 17:15:00",1.32,1.35
"UK Seat Totals - UKIP U/O 2.5 Seats","Under 2.5 Seats","06/01/2015 17:16:42",4.1,4.3
"UK Seat Totals - UKIP U/O 2.5 Seats","Under 2.5 Seats","06/01/2015 17:20:32",4.1,4.3
"UK Seat Totals - UKIP U/O 2.5 Seats","Under 2.5 Seats","07/01/2015 17:15:00",3.9,4.1
"UK Seat Totals - UKIP U/O 5.5 Seats","Over 5.5 Seats","06/01/2015 17:16:43",1.96,2.14
"UK Seat Totals - UKIP U/O 5.5 Seats","Over 5.5 Seats","06/01/2015 17:20:33",1.96,2.14
"UK Seat Totals - UKIP U/O 5.5 Seats","Over 5.5 Seats","07/01/2015 17:15:00",1.94,2.26
"UK Seat Totals - UKIP U/O 5.5 Seats","Under 5.5 Seats","06/01/2015 17:16:43",1.87,2.04
"UK Seat Totals - UKIP U/O 5.5 Seats","Under 5.5 Seats","06/01/2015 17:20:33",1.87,2.04
"UK Seat Totals - UKIP U/O 5.5 Seats","Under 5.5 Seats","07/01/2015 17:15:00",1.8,2.06
"Wales - Most Seats Wales","Any Other","06/01/2015 17:16:43",2.5,NA
"Wales - Most Seats Wales","Any Other","06/01/2015 17:20:33",2.5,NA
"Wales - Most Seats Wales","Any Other","07/01/2015 17:15:01",2.5,NA
"Wales - Most Seats Wales","Conservative","06/01/2015 17:16:43",2.5,NA
"Wales - Most Seats Wales","Conservative","06/01/2015 17:20:33",2.5,NA
"Wales - Most Seats Wales","Conservative","07/01/2015 17:15:01",2.5,NA
"Wales - Most Seats Wales","Labour","06/01/2015 17:16:43",1.01,2
"Wales - Most Seats Wales","Labour","06/01/2015 17:20:33",1.01,2
"Wales - Most Seats Wales","Labour","07/01/2015 17:15:01",1.01,2
"Wales - Most Seats Wales","Liberal Democrat","06/01/2015 17:16:43",2.5,NA
"Wales - Most Seats Wales","Liberal Democrat","06/01/2015 17:20:33",2.5,NA
"Wales - Most Seats Wales","Liberal Democrat","07/01/2015 17:15:01",2.5,NA
"Wales - Most Seats Wales","Plaid Cymru","06/01/2015 17:16:43",2.5,NA
"Wales - Most Seats Wales","Plaid Cymru","06/01/2015 17:20:33",2.5,NA
"Wales - Most Seats Wales","Plaid Cymru","07/01/2015 17:15:01",2.5,NA
"Wales - Most Seats Wales","UKIP","06/01/2015 17:16:43",2.5,NA
"Wales - Most Seats Wales","UKIP","06/01/2015 17:20:33",2.5,NA
"Wales - Most Seats Wales","UKIP","07/01/2015 17:15:01",2.5,NA
"Watford - Winner","Conservative","06/01/2015 17:16:01",1.05,5
"Watford - Winner","Conservative","06/01/2015 17:20:22",1.05,5
"Watford - Winner","Conservative","07/01/2015 17:14:49",1.05,5
"Watford - Winner","Green","06/01/2015 17:16:01",4.5,NA
"Watford - Winner","Green","06/01/2015 17:20:22",4.5,NA
"Watford - Winner","Green","07/01/2015 17:14:49",4.5,NA
"Watford - Winner","Labour","06/01/2015 17:16:01",2.12,5
"Watford - Winner","Labour","06/01/2015 17:20:22",2.12,5
"Watford - Winner","Labour","07/01/2015 17:14:49",2.12,5
"Watford - Winner","Liberal Democrat","06/01/2015 17:16:01",2.02,1000
"Watford - Winner","Liberal Democrat","06/01/2015 17:20:22",2.02,1000
"Watford - Winner","Liberal Democrat","07/01/2015 17:14:49",2,1000
"Watford - Winner","UKIP","06/01/2015 17:16:01",4.5,NA
"Watford - Winner","UKIP","06/01/2015 17:20:22",4.5,NA
"Watford - Winner","UKIP","07/01/2015 17:14:49",4.5,NA
"Wells - Winner","Conservative","06/01/2015 17:16:01",1.15,3.35
"Wells - Winner","Conservative","06/01/2015 17:20:22",1.15,3.35
"Wells - Winner","Conservative","07/01/2015 17:14:49",1.15,3.35
"Wells - Winner","Green","06/01/2015 17:16:01",3.5,NA
"Wells - Winner","Green","06/01/2015 17:20:22",3.5,NA
"Wells - Winner","Green","07/01/2015 17:14:49",3.5,NA
"Wells - Winner","Labour","06/01/2015 17:16:01",3.5,NA
"Wells - Winner","Labour","06/01/2015 17:20:22",3.5,NA
"Wells - Winner","Labour","07/01/2015 17:14:49",3.5,NA
"Wells - Winner","Liberal Democrat","06/01/2015 17:16:01",2.1,3.85
"Wells - Winner","Liberal Democrat","06/01/2015 17:20:22",2.1,3.85
"Wells - Winner","Liberal Democrat","07/01/2015 17:14:49",2.1,3.85
"Wells - Winner","UKIP","06/01/2015 17:16:01",3.5,NA
"Wells - Winner","UKIP","06/01/2015 17:20:22",3.5,NA
"Wells - Winner","UKIP","07/01/2015 17:14:49",3.5,NA
"Yeovil - Winner","Conservative","06/01/2015 17:16:02",2.2,NA
"Yeovil - Winner","Conservative","06/01/2015 17:20:23",2.2,NA
"Yeovil - Winner","Conservative","07/01/2015 17:14:50",2.2,NA
"Yeovil - Winner","Labour","06/01/2015 17:16:02",3.5,NA
"Yeovil - Winner","Labour","06/01/2015 17:20:23",3.5,NA
"Yeovil - Winner","Labour","07/01/2015 17:14:50",3.5,NA
"Yeovil - Winner","Liberal Democrat","06/01/2015 17:16:02",1.16,2.76
"Yeovil - Winner","Liberal Democrat","06/01/2015 17:20:23",1.16,2.76
"Yeovil - Winner","Liberal Democrat","07/01/2015 17:14:50",1.16,2.76
"Yeovil - Winner","UKIP","06/01/2015 17:16:02",3.5,NA
"Yeovil - Winner","UKIP","06/01/2015 17:20:23",3.5,NA
"Yeovil - Winner","UKIP","07/01/2015 17:14:50",3.5,NA
"Ynys Mon - Winner","Conservative","06/01/2015 17:16:02",3.5,NA
"Ynys Mon - Winner","Conservative","06/01/2015 17:20:23",3.5,NA
"Ynys Mon - Winner","Conservative","07/01/2015 17:14:50",3.5,NA
"Ynys Mon - Winner","Labour","06/01/2015 17:16:02",1.05,2.88
"Ynys Mon - Winner","Labour","06/01/2015 17:20:23",1.05,2.88
"Ynys Mon - Winner","Labour","07/01/2015 17:14:50",1.05,2.88
"Ynys Mon - Winner","Liberal Democrat","06/01/2015 17:16:02",3.5,NA
"Ynys Mon - Winner","Liberal Democrat","06/01/2015 17:20:23",3.5,NA
"Ynys Mon - Winner","Liberal Democrat","07/01/2015 17:14:50",3.5,NA
"Ynys Mon - Winner","Plaid Cymru","06/01/2015 17:16:02",2.02,5.6
"Ynys Mon - Winner","Plaid Cymru","06/01/2015 17:20:23",2.02,5.6
"Ynys Mon - Winner","Plaid Cymru","07/01/2015 17:14:50",2.02,5.6
"Ynys Mon - Winner","UKIP","06/01/2015 17:16:02",3.5,NA
"Ynys Mon - Winner","UKIP","06/01/2015 17:20:23",3.5,NA
"Ynys Mon - Winner","UKIP","07/01/2015 17:14:50",3.5,NA
